OrigFdCd; OrigFdNm; EngFdNam; SciNam; EDIBLE; NCF; FACF; ENERC [kJ]; ENERC [kcal]; FAT [g]; FASAT [g]; FAMS [g]; FAPU [g]; FATRN [g]; CHOT [g]; CHO [g]; SUGAR [g]; FIBT [g]; PROT [g]; ASH [g]; NA [mg]; NACL [g]; WATER [g]
372; Semena sezamová; Sesame seeds; Sesamum indicum L.; 1.00; 5.30; 0.000;2680;648; 58.5; 8.74; 22.59; 23.26; ; 12.5; 4.6; 0.5; 7.9; 21.9; 3.9;26; 0.1; 3.2
894; Semena sezamová, neloupaná; Sesame seed, unscraped; Sesamum; 1.00; 6.25; 0.956;2483;601; 52.3; 7.77; 21.66; 20.53;0; 14.9; 2.6; 0.9; 12.3; 23.9; 5.3;3; 0.01; 3.6
371; Semena sluneènicová; Sunflower seeds; Helianthus annuus L.; 0.63; 6.25; 0.940;2370;572; 45.0; 5.54; 10.26; 27.37; ; 25.7; 19.7; 1.7; 6.0; 19.0; 3.5;88; 0.2; 6.8
857; Semena teffová, svìtlá; Teff seeds, light; Eragrostis abyssinica (Jacq.) Link; 1.00; 6.25; 0.956;888;218; 3.3; 0.56; 0.66; 1.12;0; 71.4; 4.2; 1.3; 67.2; 9.2; 2.0;2; 0.01; 14.1
369; Semena tykvová (dıòová), sušená; Seeds, pumpkin, dried; ; 1.00; 6.25; 0.956;2354;568; 45.3; 7.92; 15.39; 20.01;0; 11.4; 1.3; 1.3; 10.1; 33.8; 4.8;15; 0.04; 5.3
737; Semena vojtìšky; Alfalfa seeds; ; 1.00; 6.25; 0.956;1325;319; 8.5; 1.23; 2.56; 3.45;0; 46.1; 7.4; 1.2; 38.7; 34.0; 3.5;18; 0.04; 8.0
923; Semena, anız, celı; Anise seeds, whole; Pimpinella anisium; 1.00; 6.25; 0.800;1683;408; 25.3; 0.98; 14.17; 4.59;0; 42.9; 5.9; 3.2; 37.0; 20.7; 6.2;19; 0.05; 4.9
924; Semena, èernucha setá; Seeds, black-caraway black cumin; Nigella sativa; 1.00; 6.25; 0.800;2102;509; 41.0; 5.55; 7.99; 18.39;0; 25.5; 1.6; 1.1; 23.9; 21.6; 4.3;41; 0.10; 7.6
968; Semena, Jobovy slzy; Seeds, Job's tears; Coix lacryma-jobi; 1.00; 6.25; 0.800;1626;385; 6.1; 0.73; 2.61; 1.51;0; 71.3; 65.6; 0.7; 5.7; 14.1; 1.7;1;0; 6.8
650; Shiitake, èerstvé; Shiitake, raw; Lentinula edodes; 1.00; 6.25; 0.800;141;34; 0.4;0;0;0;0; 4.9; 2.0;0; 2.9; 3.9; 1.0;3; 0.01; 89.7
458; Sirup glukózovı; Syrup, glucose; ; 1.00; 6.25; 0.800;1460;348;0;0;0;0;0; 85.8; 85.8; 17.0;0;0;0;1;0; 14.2
459; Sirup inulinovı; Syrup, inulin; ; 1.00; 6.25; 0.800;1370;327;0;0;0;0;0; 80.5; 80.5; 12.3;0;0;0;1;0; 19.5
460; Sirup javorovı; Syrup, maple; ; 1.00; 6.25; 0.800;1150;274;0;0;0;0;0; 67.9; 67.1; 67.0; 0.8;0; 0.3;1;0; 31.9
819; Siven americkı, maso bez kùe; Brook trout, meat without skin, raw; Salvelinus fontinalis; 0.59; 6.25; 0.900;584;140; 7.6; 1.00; 3.85; 1.75;0;0;0;0;0; 17.8; 1.4;52; 0.13; 72.9
820; Siven americkı, maso s kùí; Brook trout, meat with skin, raw; Salvelinus fontinalis; 0.66; 6.25; 0.900;611;146; 8.7; 1.14; 4.46; 1.87;0;0;0;0;0; 17.0; 1.5;50; 0.13; 73.2
256; Skoøice mletá; Spices, cinnamon, ground, dried; Cinnamomum; 1.00; 6.25; 0.956;973;237; 1.9;0;0;0;0; 80.8; 21.3; 1.8; 59.5; 3.8; 3.8;3; 0.01; 9.7
599; Slad karamelovı; Caramel malt; ; 1.00; 6.25; 0.956;1455;345; 2.5; 0.59; 0.37; 1.45;0; 80.0; 63.2; 8.5; 16.7; 9.0; 1.9;2; 0.01; 6.6
756; Sleï obecnı, filety bez kùe; Fish, herring, fillets without skin, raw; Clupea harengus; 1.00; 6.25; 0.900;791;190; 12.6; 2.85; 2.31; 3.15;0;0;0;0;0; 19.1; 1.2;116; 0.29; 67.7
757; Sleï obecnı, filety s kùí; Fish, herring, fillets with skin, raw; Clupea harengus; 1.00; 6.25; 0.900;779;187; 12.5; 2.58; 1.62; 3.77;0;0;0;0;0; 18.6; 1.1;116; 0.29; 68.5
12; Smaenka, trh; Smazenka, bread with egg pancake, onion and mustard, retail; ; 1.00; 6.25; 0.956;997;238; 13.2; 1.39; 7.76; 3.16; ; 22.4; ; ; ; 7.5; 1.8;501; 1.3; 55.1
9; Smaenı sır v housce s tatarskou omáèkou, trh; Cheese, breaded, fried, with Tatar sauce in a bun, retail; ; 1.00; 6.25; 0.956;1340;320; 13.2; 2.49; 6.89; 3.09; ; 40.0; ; ; ; 10.2; 2.7;533; 1.3; 33.8
118; Smetana ke šlehání, 30 % tuku; Cream, whipping, 30% milkfat; ; 1.00; 6.38; 0.945;1200;292; 30.0; 19.41; 8.10; 0.87; ; 3.0; 3.0; 3.0;0; 2.4; 0.5;29; 0.1; 64.2
119; Smetana ke šlehání, 33 % tuku; Cream, whipping, 33% milkfat; ; 1.00; 6.38; 0.945;1310;317; 33.0; 21.35; 8.91; 0.96; ; 2.8; 2.8; 2.8;0; 2.2; 0.5;28; 0.1; 61.5
124; Smetana kysaná, min. 18 % tuku; Cream, cultured, min. 18% milkfat; ; 1.00; 6.38; 0.945;780;189; 18.0; 11.65; 4.86; 0.52; ; 3.3; 3.3; 3.3;0; 2.8; 0.6;36; 0.1; 74.6
122; Smetana kysaná, nízkotuèná, 10 -12 % tuku; Cream, cultured, reduced fat, 10 -12% milkfat; ; 1.00; 6.38; 0.945;530;128; 11.0; 7.12; 2.97; 0.32; ; 3.8; 3.8; 3.8;0; 2.8; 0.8;40; 0.1; 80.8
123; Smetana kysaná, nízkotuèná, 15 % tuku; Cream, cultured, reduced fat, 15% milkfat; ; 1.00; 6.38; 0.945;673;163; 15.0; 9.71; 4.05; 0.44; ; 3.4; 3.4; 3.4;0; 2.9; 0.6;38; 0.1; 77.4
116; Smetana se sníenım obsahem tuku, (na vaøení), 10 % tuku; Cream, reduced fat, (for cooking), 10% milkfat; ; 1.00; 6.38; 0.945;492;119; 10.0; 6.47; 2.70; 0.29; ; 4.3; 4.3; 4.3;0; 2.9; 0.6;37; 0.1; 82.1
117; Smetana se sníenım obsahem tuku, (na vaøení), 12 % tuku; Cream, reduced fat, (for cooking), 12% milkfat; ; 1.00; 6.38; 0.945;563;136; 12.0; 7.76; 3.24; 0.35; ; 4.2; 4.2; 4.2;0; 2.8; 0.6;36; 0.1; 80.4
93; Sója; Beans, soy, dried; Glycine max (L.) Merr.; 0.89; 5.71; 0.940;1701;408; 20.4; ; ; ; ; 31.7; 12.3; ; 19.4; 34.2; 4.8;18;0; 8.9
185;" Sója extrudovaná (""maso"" sójové), kostky, neochucené";" Soy, textured protein (soy ""meat""), cubes, unflavored"; ; 1.00; 6.25; 9.450;1330;315; 1.5; 0.11; 0.31; 0.67;0; 33.1; 16.6; 8.3; 16.5; 50.6; 5.9;1;0; 8.9
498; Sója, vaøená v nesolené vodì; Soya beans, boiled in unsalted water; ; 1.00; 5.71; 0.000;600;143; 3.1; ; ; ; ; 18.2; 10.3; ; 7.9; 14.5; 1.8; ; ; 62.4
681; Sójovı bílkovinnı hydrolyzát; Soy protein hydrolysate; ; 1.00; 6.25; 0.956;628;148; 2.0; 1.18; 0.66; 0.08;0; 10.0; 9.1;0; 0.9; 22.9; 61.8;23740; 59.35; 3.2
803; Solea evropská (jazyk moøskı), maso s kùí; Common sole, meat with skin, raw; Solea solea; 0.58; 6.25; 0.700;339;80; 0.8; 0.18; 0.20; 0.06;0;0;0;0;0; 18.2; 1.7;86; 0.21; 78.8
220; Srdce hovìzí; Heart, ox, raw; ; 0.87; 6.25; 0.780;490;117; 5.3; ; ; ; ; 0.4; 0.4; ;0; 16.9; 1.0;107; 0.3; 76.4
539; Srdce kachní; Heart, duck, raw; ; 1.00; 6.25; 0.789;535;128; 6.5; 1.44; 2.94; 0.66;0; 2.3; 2.3;0;0; 15.0; 1.0;87; 0.22; 75.2
536; Srdce kuøecí; Heart, chicken, raw; ; 1.00; 6.25; 0.789;424;101; 4.7; 1.07; 1.90; 0.72;0; 0.9; 0.9;0;0; 13.8; 1.0;81; 0.20; 79.6
206; Srdce vepøové; Heart, pig, raw; ; 0.89; 6.25; 0.840;456;109; 4.6; ; ; ; ;0;0; ;0; 16.8; 1.0;104; 0.3; 77.6
682; Stévie prášek; Stevia powder; ; 1.00; 6.25; 0.956;1639;386;0;0;0;0;0; 96.1; 96.1;0;0; 0.3; 0.2;42; 0.10; 3.4
189; Strouhanka; Bread crumbs; ; 1.00; 6.25; 0.950;1510;357; 1.0; ; ; ; ; 78.9; 75.7; ; 3.2; 9.7; 1.6;437; 1.1; 8.8
249; Sùl jedlá; Salt, table; ; 1.00; 0.00; 0.000;0;0;0; ; ; ; ;0;0; ;0;0; 99.5;38850; 97.1; 0.5
823; Sumec velkı, maso s kùí; Wels catfish, meat with skin, raw; Silurus glanis; 1.00; 6.25; 0.700;438;104; 3.8; 0.67; 1.17; 0.58;0;0;0;0;0; 17.5; 1.1;38; 0.09; 77.7
824; Sumec, uzenı, maso bez kùe; Wels catfish, meat without skin, smoked; Silurus glanis; 0.90; 6.25; 0.900;829;200; 15.6; 3.03; 7.10; 2.99;0;0;0;0;0; 14.8; 2.5;856; 2.14; 65.6
397; Sır ovèí, Brynza; Cheese, sheep, Bryndza; ; 1.00; 6.25; 0.945;1320;314; 25.4; ; ; 1.2; ; 1.7; 1.7; ;0; 20.5; 4.9;888; 2.2; 49.5
444; Sır syrovátkovı; Cheese, whey; ; 1.00; 6.38; 0.945;747;178; 14.2; 9.07; 3.69; 0.38; 0.28; 4.7; 4.7; 3.5;0; 8.3; 1.6;185; 0.46; 71.2
95; Sır, Akawi, 40 % t. v s.; Cheese, Akawi, 40% fidm; ; 1.00; 6.38; 0.945;1060;255; 19.8; 12.78; 5.33; 0.57; ; 1.3; 1.3; 1.3;0; 17.8; 8.0;2638; 6.6; 53.0
96; Sır, balkánskı, 50 % t. v s.; Cheese, Balkan, 50% fidm; ; 1.00; 6.38; 0.945;1030;245; 20.5; 13.26; 5.54; 0.59; ; 1.2; 1.2; 1.2;0; 14.7; 4.9;1764; 4.4; 58.5
97; Sır, èerstvı, nezrající, 60 % t. v s.; Cheese, fresh, unripened, 60% fidm; ; 1.00; 6.38; 0.945;1230;296; 26.5; 17.15; 7.16; 0.77; ; 2.1; 2.1; 2.1;0; 12.3; 1.2;325; 0.8; 57.3
136; Sır, Eidam uzenı, 40 % t. v s.; Cheese, edam, smoked, 40% fidm; ; 1.00; 6.38; 0.945;1390;334; 24.9; 16.11; 6.72; 0.72; ; 1.0; 1.0; 1.0;0; 26.4; 4.0;780; 2.0; 42.3
135; Sır, Eidam, 30 % t. v s.; Cheese, edam, 30% fidm; ; 1.00; 6.38; 0.945;1105;265; 16.0; 10.35; 4.32; 0.46; ; 1.3; 1.3; 1.3;0; 28.9; 4.8;849; 2.1; 48.4
137; Sır, Eidam, 50 %, t. v s.; Cheese, edam, 50% fidm; ; 1.00; 6.38; 0.945;1560;376; 30.3; 19.60; 8.18; 0.88; ; 1.0; 1.0; 1.0;0; 24.7; 4.2;690; 1.7; 40.9
98; Sır, Gervais, 30 %, t. v s.; Cheese, Gervais, 30% fidm; ; 1.00; 6.38; 0.945;972;235; 22.0; 14.23; 5.94; 0.64; ; 1.6; 1.6; 1.6;0; 7.7; 0.6;26; 0.1; 65.9
99; Sır, Hermelín, 50 % t. v s.; Cheese, Hermelin (Camembert type), 50% fidm; ; 1.00; 6.38; 0.945;1230;295; 22.3; 14.40; 6.01; 0.65; ; 1.2; 1.2; 1.2;0; 22.4; 3.8;1112; 2.8; 50.6
100; Sır, Imperiál, 50 % t. v s.; Cheese. Imperial, 50% fidm; ; 1.00; 6.38; 0.945;813;196; 15.4; 9.93; 4.14; 0.45; ; 1.7; 1.7; 1.7;0; 12.6; 0.9; ;0; 68.3
101; Sır, Istanbuli, 40 % t. v s.; Cheese, Istanbuli, 40% fidm; ; 1.00; 6.38; 0.945;934;225; 17.2; 11.13; 4.65; 0.50; ; 1.2; 1.2; 1.2;0; 16.3; 5.2;723; 1.8; 60.4
102; Sır, Jadel, 40 % t. v s.; Cheese, Jadel, 40% fidm; ; 1.00; 6.38; 0.945;1280;308; 22.5; 14.56; 6.08; 0.65; ; 1.0; 1.0; 1.0;0; 25.3; 9.1;2296; 5.7; 42.1
103; Sır, Luèina, 70 % t. v s.; Cheese, Lucina, 70% fidm; ; 1.00; 6.38; 0.945;1420;345; 33.5; 21.67; 9.05; 0.97; ; 1.4; 1.4; 1.4;0; 9.4; 0.7;171; 0.4; 54.5
104; Sır, Niva, 50 % t. v s.; Cheese, Niva (Roquefort - type), 50% fidm; ; 1.00; 6.38; 0.945;1430;345; 28.9; 18.67; 7.79; 0.84; ; 1.3; 1.3; 1.3;0; 20.0; 6.2;1833; 4.6; 45.0
105; Sır, Olomoucké tvarùky; Cheese, Olomoucke tvaruzky; ; 1.00; 6.38; 0.945;576;138; 1.0; 0.61; 0.26; 0.03; ; 1.4; 1.4; 1.4;0; 30.3; 5.5;1918; 4.8; 61.9
106; Sır, Pivní, 50 % t. v s.; Cheese, beer, 50% fidm; ; 1.00; 6.38; 0.945;1200;290; 24.0; 15.53; 6.48; 0.70; ; 1.1; 1.1; 1.1;0; 17.3; 4.5;840; 2.1; 55.0
107; Sır, Romadur, 40 %  t. v s.; Cheese, Romadur, 40% fidm; ; 1.00; 6.38; 0.945;1160;278; 19.9; 12.88; 5.37; 0.58; ; 1.8; 1.8; 1.8;0; 23.0; 3.7;1063; 2.7; 52.8
992; Sır, smaenı; Cheese, fried; ; 1.00; 6.25; 0.945;1595;384; 27.5; 12.85; 9.70; 3.28; 0.20; 12.9; 11.1; 0.6; 1.8; 22.0; 3.3;516; 1.29; 34.4
139; Sır, tavenı, jemnı, Maratónec, 65 %, t. v s.; Cheese, processed, Maratonec, 65% fidm; ; 1.00; 6.38; 0.945;1330;321; 29.5; 19.09; 7.97; 0.86; ; 2.7; 2.7; 2.7;0; 11.1; 2.4;902; 2.3; 54.3
138; Sır, tavenı, nízkoenergetickı, Lipno, 30 % t. v s.; Cheese, processed, low energy, Lipno, 30% fidm; ; 1.00; 6.38; 0.945;775;186; 11.4; 7.38; 3.08; 0.33; ; 1.8; 1.8; 1.8;0; 19.0; 5.4;1051; 2.6; 62.3
108; Sır, Tylskı, 50 % t. v s.; Cheese, Tilsit, 50% fidm; ; 1.00; 6.38; 0.945;791;191; 15.0; 8.25; 3.44; 0.37; ; 1.4; 1.4; 1.4;0; 12.5; 3.5;414; 1.0; 69.1
109; Sır, Zlato, 50 % t. v s.; Cheese, Zlato, 50% fidm; ; 1.00; 6.38; 0.945;1410;339; 27.5; 17.81; 7.43; 0.80; ; 1.9; 1.9; 1.9;0; 20.9; 3.9;840; 2.1; 46.2
110; Sır, ervé, 50 % t. v s.; Cheese, Zerve, 50% fidm; ; 1.00; 6.38; 0.945;803;193; 15.0; 9.71; 4.05; 0.44; ; 2.1; 2.1; 2.1;0; 12.5; 0.7;34; 0.1; 70.1
445; Syrovátka; Whey, raw; ; 1.00; 6.38; 0.945;88;21; 0.2;0;0;0;0; 4.4; 4.4; 4.4;0; 0.5; 0.7;50; 0.13; 94.3
446; Syrovátka sušená; Whey, dried, powder; ; 1.00; 6.38; 0.945;1560;372; 0.6; 0.38; 0.09;0;0; 77.6; 77.6; 76.4;0; 12.7; 5.4;536; 1.34; 3.81
861; Syrovátka z ovèího mléka, syrová; Whey fluid, sheep milk, raw; Ovis; 1.00; 6.25; 0.945;151;36; 1.5; 0.91; 0.34; 0.05;0; 4.7; 4.7; 4.7;0; 0.9; 0.5;63; 0.16; 92.0
860; Syrovátka, z kozího mléka, syrová; Whey fluid, goat milk, raw; Capra; 1.00; 6.25; 0.945;100;24; 0.6; 0.36; 0.12; 0.02;0; 3.9; 3.9; 3.9;0; 0.7; 0.6;40; 0.10; 93.7
858; Šípky, syrové; Rose hip from dog rose, raw; Rosa canina L.; 0.94; 6.25; 0.800;671;161; 1.4;0;0;0;0; 44.9; 20.6; 8.6; 24.3; 4.3; 2.2;0;0; 47.2
184; Škrob bramborovı; Starch, potato; ; 1.00; 6.25; 0.800;1400;330; 0.1; ; ; ; ; 81.8; 81.7; ; 0.1; 0.4; 0.3;8; ; 17.4
183; Škrob kukuøiènı; Starch, corn; ; 1.00; 6.25; 0.800;1490;351; 0.1; ; ; ; ; 87.2; 87.1; ; 0.1; 0.3; 0.2;9;0; 12.2
683; Škrob kukuøiènı modifikovanı; Modified corn starch; ; 1.00; 6.25; 0.956;1517;358; 2.6; 1.11; 0.78; 0.46;0; 83.4; 83.3;0; 0.1; 0.2; 0.2;58; 0.15; 13.6
340; Škrob pšeniènı; Starch, wheat; ; 1.00; 6.25; 0.000;1470;345; 0.2; ; ; ; ; 85.4; 85.2; ; 0.2; 0.5; 0.3;5;0; 13.6
462; Škrob rıovı; Rice starch; ; 1.00; 6.25; 0.820;1460;350; 0.4; 0.16; 0.08; 0.08;0; 84.4; 84.4;0;0; 0.9; 0.2; 2.3; 0.01; 14.1
684; Škrob tapiokovı; Tapioca starch; ; 1.00; 6.25; 0.956;1502;354; 0.3;0;0;0;0; 87.5; 87.4;0; 0.1; 0.1; 0.2;12; 0.03; 11.8
7; Škubánky s mákem, modelová receptura; Skubanky, mashed potatoes with poppy seed and sugar, modelová receptura; ; 1.00; 6.25; 0.956;913;218; 9.7; 4.18; 3.17; 1.87; 0.18; 29.5; 27.2; 9.3; 2.3; 4.3; 1.7;365; 0.9; 55.0
463; Škvarky; Greaves; ; 1.00; 6.25; 0.953;3220;780; 79.2; 30.59; 36.31; 8.20; 0.29;0;0;0;0; 16.9; 1.0;352; 0.88; 2.94
165; Špalda; Spelt; Triticum spelta; 1.00; 5.83; 0.720;1530;362; 4.1; 0.51; 0.78; 1.63; ; 70.7; 61.2; ; 9.5; 15.4; 1.9;3;0; 8.1
74; Špenát; Spinach, raw; Spinacia oleracea L.; 0.80; 6.25; 0.800;106;25; 0.4; ; ; ; ; 3.9; 1.7; ; 2.2; 2.6; 1.6;33; 0.1; 91.5
981; Šprot obecnı, maso bez kùe; European spratin, meat without skin, raw; Sprattus sprattus; 0.64; 6.25; 0.900;707;170; 12.4; 3.69; 4.16; 2.01;0;0;0;0;0; 14.6; 1.6;63; 0.16; 70.8
982; Šprot obecnı, maso s kùí; European spratin, meat with skin, raw; Sprattus sprattus; 0.80; 6.25; 0.900;770;185; 14.0; 3.82; 4.52; 2.01;0;0;0;0;0; 14.8; 1.6;64; 0.16; 68.8
697; Šrot sojovı; Soybean scrap; ; 1.00; 6.25; 0.820;1271;302; 1.9; 0.29; 0.23; 1.02;0;35.5;16.9;7.6;18.6; 45.0; 6.6;2; 0.01; 11.0
776; Šrot itnı; Rye scrap; ; 1.00; 6.25; 0.820;1312;311; 1.4; 0.17; 0.18; 0.81;0; 75.9; 57.3; 2.0; 19.0; 8.0; 2.3;1;0; 12.4
564; Štika obecná, maso z celé ryby; Pike, whole fish, raw; Esox lucius; 0.47; 6.25; 0.700;334;79; 0.4; 0.06; 0.11; 0.07;0;0;0;0;0; 18.8; 1.1;48; 0.12; 80.6
828; Štikozubec argentinskı (moøská štika, hejk), maso bez kùe; Argentine hake, meat without skin, raw; Merluccius hubbsi; 0.91; 6.25; 0.700;317;75; 1.3; 0.20; 0.47; 0.20;0;0;0;0;0; 15.8; 1.3;172; 0.43; 81.2
829; Štikozubec argentinskı (moøská štika, hejk), maso s kùí; Argentine hake, meat with skin, raw; Merluccius hubbsi; 1.00; 6.25; 0.700;318;75; 1.3; 0.19; 0.46; 0.19;0;0;0;0;0; 15.9; 1.3;187; 0.47; 81.8
830; Štikozubec kanadskı (moøská štika, hejk), maso bez kùe; Pacific hake, meat without skin, raw; Merluccius productus; 1.00; 6.25; 0.700;289;68; 0.6; 0.13; 0.17; 0.06;0;0;0;0;0; 15.7; 1.4;180; 0.45; 82.7
826; Štikozubec kapskı (moøská štika, hejk), maso bez kùe; Shallow-water Cape Hake, meat without skin, raw; Merluccius capensis; 0.92; 6.25; 0.700;270;64; 0.4; 0.09; 0.12; 0.07;0;0;0;0;0; 15.0; 1.3;139; 0.35; 82.8
827; Štikozubec kapskı (moøská štika, hejk), maso s kùí; Shallow-water Cape Hake, meat with skin, raw; Merluccius capensis; 1.00; 6.25; 0.700;259;61; 0.3; 0.06; 0.07; 0.04;0;0;0;0;0; 14.6; 1.4;147; 0.37; 81.8
321; Štikozubec obecnı (štika moøská, hejk, merlùza), maso bez kostí, dušené; Hake European, meat, boneless, stewed; Merluccius merluccius; 1.00; 6.25; 0.700;298;69; 0.9; 0.19; 0.12; 0.28; ;0;0;0;0; 15.1; 1.6;165; 0.4; 80.4
322; Štikozubec obecnı (štika moøská, hejk, merlùza), maso bez kostí, peèené; Hake European, meat, boneless, roasted; Merluccius merluccius; 1.00; 6.25; 0.700;266;63; 0.8; 0.17; 0.09; 0.26; ;0;0;0;0; 13.9; 1.4;156; 0.4; 81.9
323; Štikozubec obecnı (štika moøská, hejk, merlùza), maso bez kostí, smaené; Hake European, meat, boneless, fried; Merluccius merluccius; 1.00; 6.25; 0.700;516;124; 7.1; 2.26; 2.13; 0.50; ;0;0;0;0; 14.9; 1.5;206; 0.5; 74.4
320; Štikozubec obecnı (štika moøská, hejk, merlùza), maso bez kostí, syrové; Hake European, meat, boneless, raw; Merluccius merluccius; 1.00; 6.25; 0.700;265;63; 1.0; 0.22; 0.14; 0.32; ;0;0;0;0; 13.4; 1.4;140; 0.4; 82.6
305; Šunka drùbeí; Ham, poultry; ; 1.00; 6.25; 0.000;513;123; 4.4; 1.25; 1.35; 1.19; ;0;0; ;0; 20.6; 3.2;600; ; 72.5
44; Švestky; Plums, raw; Prunus domestica L.; 0.48; 6.25; 0.800;250;59; 0.2; 0.04; 0.01; 0.09; ; 14.9; 12.4; 9.5; 2.5; 0.7; 0.5;4;0; 83.7
484; Švestky sušené; Prune, dried plums; Prunus domestica; 1.00; 6.25; 0.800;824;197; 0.2; 0.16;0;0;0; 50.5; 41.2; 24.8; 9.3; 2.4; 12.4;5; 0.01; 34.4
943; Tamarillo, (rajèenka); Tamarillo (tree tomato), raw; Cyphomandra betacea; 0.87; 6.25; 0.800;193;46; 0.9;0;0;0;0; 10.1; 5.2; 4.6; 4.9; 1.9; 0.9;0;0; 86.2
651; Temnoplodec (aronie); Chokeberry (aronia), raw; Aronia; 1.00; 6.25; 0.800;233;56; 0.7;0;0;0;0; 14.7; 8.2; 3.1; 6.4; 0.9; 0.5;0;0; 83.3
499; Tìstoviny (špagety), dvouvajeèné; Pasta (spaghetti), two-egg, dried; ; 1.00; 6.25; 0.000;1503;355; 2.1; ; ; ; ; 75.5; 72.6; ; 2.9; 9.9; 0.4;2;0; 12.1
500; Tìstoviny (špagety), dvouvajeèné, vaøené v nesolené vodì; Pasta (spaghetti), two-egg, boiled in unsalted water; ; 1.00; 6.25; 0.000;411;97; 0.6; ; ; ; ; 20.4; 19.6; ; 0.8; 2.9; 0.1; ; ; 76.0
202; Tìstoviny (špagety), nevajeèné; Pasta without eggs, raw; ; 1.00; 6.25; 0.000;1493;352; 1.0; ; ; ; ; 76.8; 74.0; ; 2.8; 10.3; 0.4;2;0; 11.5
501; Tìstoviny (špagety), nevajeèné, vaøené v nesolené vodì; Pasta (spaghetti), without eggs, boiled in unsalted water; ; 1.00; 6.25; 0.000;455;107; 0.1; ; ; ; ; 23.5; 22.6; ; 0.9; 3.5; 0.1; ; ; 72.8
502; Tìstoviny, bezvajeèné, celozrnné; Pasta, without eggs, wholemeal, dried; ; 1.00; 6.25; 0.000;1425;337; 1.3; ; ; ; ; 72.5; 64.4; ; 8.1; 12.8; 0.8;3;0; 12.6
503; Tìstoviny, bezvajeèné, celozrnné, vaøené v nesolené vodì; Pasta without eggs, wholemeal, boiled in unsalted water; ; 1.00; 6.25; 0.000;631;149; 0.6; ; ; ; ; 31.4; 28.0; ; 3.4; 6.2; 0.3;1;0; 61.5
996; Tlaèenka, modelová receptura; Headcheese (brawn), modelová receptura; ; 0.98; 6.25; 0.800;884;211; 16.0; 11.05; 1.42; 0.18; 0.00; 0.2; 0.1; 0.1; 0.2; 16.9; 3.1;800; 2.0; 64.7
761; Tlamoun nilskı (Tilápie); Fish, nile tilapia, raw; Oreochromis niloticus; 1.00; 6.25; 0.700;269;64; 0.8; 0.19; 0.25; 0.07;0;0;0;0;0; 14.2; 1.5;488; 1.22; 83.6
94; Tofu; Tofu, soy bean curd; ; 1.00; 6.25; 0.940;316;76; 4.2; ; ; ; ; 2.2; 1.2; ; 1.0; 7.8; 0.8;7;0; 85.0
787; Tolstolobík bílı; Fish, Silver carp, raw; Hypophthalmichthys molitrix; 0.73; 6.25; 0.900;766;186; 13.5; 2.91; 6.14; 1.79;0;0;0;0;0; 15.7; 1.1;31; 0.08; 69.5
831; Tolstolobik bílı, maso s kùí; Silver carp, meat with skin, raw; Hypophthalmichthys molitrix; 0.50; 6.25; 0.900;634;152; 10.1; 2.78; 5.12; 0.64;0;0;0;0;0; 15.3; 1.3;49; 0.12; 73.4
832; Tolstolobik bílı, uzenı, maso bez kùe; Silver carp, meat without skin, smoked; Hypophthalmichthys molitrix; 0.83; 6.25; 0.900;586;140; 5.5; 1.17; 1.92; 1.06;0;0;0;0;0; 22.5; 4.5;1339; 3.35; 66.7
762; Treska aljašská, filet, bez kùe; Fish, Alaska codfish, fillet, without skin, raw; Theragra chalcogramma; 1.00; 6.25; 0.700;279;66; 0.2; 0.04; 0.03; 0.06;0;0;0;0;0; 16.0; 0.8;66; 0.16; 82.8
833; Treska aljašská, maso s kùí; Alaska pollack, meat with skin, raw; Theragra chalcogramma; 1.00; 6.25; 0.700;228;54; 0.1; 0.01; 0.02; 0.02;0;0;0;0;0; 13.2; 0.6;58; 0.15; 85.0
602; Treska tmavá, filet, bez kùe; Black cod fish, fillet, without skin, raw; Pollachius virens; 1.00; 6.25; 0.700;317;75; 0.3;0;0;0;0;0;0;0;0; 18.0; 1.3;83; 0.21; 79.8
242; Treska, filé; Cod, fillet, raw; Gadus morhua; 1.00; 6.25; 0.695;292;69; 0.3; ; ; ; ;0;0;0;0; 16.5; 1.5;89; 0.2; 81.7
765; Trhanka pšenièná; Wheat flour, wholemeal; ; 1.00; 6.25; 0.820;1367;324; 1.9; 0.23; 0.24; 0.84;0; 72.7; 57.8; 1.1; 14.7; 11.3; 1.6;1;0; 12.4
766; Trhanka itná; Rye flour, wholemeal; ; 1.00; 6.25; 0.820;1335;317; 1.6; 0.20; 0.22; 0.87;0; 75.9; 57.5; 1.1; 18.4; 9.0; 1.5;1;0; 12.1
45; Tøešnì; Cherries, sweet, raw; Prunus avium L.; 0.89; 6.25; 0.800;274;65; 0.4; 0.07; 0.08; 0.10; ; 15.4; 13.4; 12.5; 2.0; 0.9; 0.5;4;0; 82.8
969; Tøešnì, lyofilizované; Cherry, lyophilized; Prunus; 1.00; 6.25; 0.800;1527;360; 0.7;0;0;0;0; 88.3; 80.3; 53.7; 8.0; 4.2; 3.2;2; 0.01; 3.6
934; Tøešnì, sušené; Cherries, dried; Prunus; 1.00; 6.25; 0.800;1333;315; 1.2;0;0;0;0; 73.2; 64.7; 58.6; 8.5; 7.0; 2.9;0;0; 15.7
